Volume,Period,Year_Midpoint,Registry,Sex,Age_Group,Age_Group_Sort,Cancer_Code,Cancer_Label,Cases,Population,Rate_per_100k
X,2003-2007,2005,Pune (Poona),Male,10-14,3,1,All sites,59,1103733,5.3455
X,2003-2007,2005,Pune (Poona),Male,15-19,4,1,All sites,69,1124183,6.1378
X,2003-2007,2005,Pune (Poona),Male,20-24,5,1,All sites,83,1258508,6.5951
X,2003-2007,2005,Pune (Poona),Male,25-29,6,1,All sites,125,1130162,11.0604
X,2003-2007,2005,Pune (Poona),Male,30-34,7,1,All sites,183,953709,19.1882
X,2003-2007,2005,Pune (Poona),Male,35-39,8,1,All sites,275,799027,34.4169
X,2003-2007,2005,Pune (Poona),Male,40-44,9,1,All sites,324,690338,46.9335
X,2003-2007,2005,Pune (Poona),Male,45-49,10,1,All sites,392,548984,71.4046
X,2003-2007,2005,Pune (Poona),Male,50-54,11,1,All sites,623,458670,135.8275
X,2003-2007,2005,Pune (Poona),Male,55-59,12,1,All sites,649,295689,219.4874
X,2003-2007,2005,Pune (Poona),Male,60-64,13,1,All sites,759,236778,320.5534
X,2003-2007,2005,Pune (Poona),Male,65-69,14,1,All sites,804,178871,449.4859
X,2003-2007,2005,Pune (Poona),Male,70-74,15,1,All sites,699,125967,554.9072
X,2003-2007,2005,Pune (Poona),Male,75-79,16,1,All sites,487,130948,371.9034
XI,2008-2011,2010,Pune (Poona),Male,0-4,1,62,All sites,31,998887,3.1035
XI,2008-2011,2010,Pune (Poona),Male,5-9,2,62,All sites,56,807911,6.9315
