Volume,Period,Year_Midpoint,Registry,Sex,Age_Group,Age_Group_Sort,Cancer_Code,Cancer_Label,Cases,Population,Rate_per_100k
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,10,Oesophagus,31,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,10,Oesophagus,15,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,11,Stomach,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,11,Stomach,1,1112778,0.0899
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,11,Stomach,2,1031264,0.1939
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,11,Stomach,1,1142065,0.0876
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,11,Stomach,3,1686156,0.1779
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,11,Stomach,5,1790878,0.2792
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,11,Stomach,8,1506026,0.5312
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,11,Stomach,12,1224909,0.9797
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,11,Stomach,17,964181,1.7632
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,11,Stomach,24,760050,3.1577
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,11,Stomach,39,641815,6.0765
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,11,Stomach,54,536567,10.064
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,11,Stomach,55,456396,12.0509
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,11,Stomach,67,299347,22.3821
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,11,Stomach,49,197559,24.8027
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,11,Stomach,35,237704,14.7242
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,11,Stomach,21,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,11,Stomach,15,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,12,Small intestine,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,12,Small intestine,0,1112778,0.0
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,12,Small intestine,0,1031264,0.0
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,12,Small intestine,0,1142065,0.0
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,12,Small intestine,0,1686156,0.0
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,12,Small intestine,0,1790878,0.0
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,12,Small intestine,0,1506026,0.0
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,12,Small intestine,1,1224909,0.0816
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,12,Small intestine,0,964181,0.0
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,12,Small intestine,0,760050,0.0
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,12,Small intestine,1,641815,0.1558
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,12,Small intestine,2,536567,0.3727
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,12,Small intestine,11,456396,2.4102
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,12,Small intestine,5,299347,1.6703
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,12,Small intestine,3,197559,1.5185
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,12,Small intestine,1,237704,0.4207
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,12,Small intestine,2,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,12,Small intestine,0,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,13,Colon,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,13,Colon,0,1112778,0.0
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,13,Colon,0,1031264,0.0
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,13,Colon,0,1142065,0.0
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,13,Colon,5,1686156,0.2965
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,13,Colon,4,1790878,0.2234
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,13,Colon,13,1506026,0.8632
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,13,Colon,14,1224909,1.1429
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,13,Colon,16,964181,1.6594
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,13,Colon,25,760050,3.2893
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,13,Colon,51,641815,7.9462
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,13,Colon,38,536567,7.0821
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,13,Colon,66,456396,14.4611
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,13,Colon,72,299347,24.0524
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,13,Colon,47,197559,23.7904
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,13,Colon,44,237704,18.5104
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,13,Colon,27,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,13,Colon,25,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,14,Rectum,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,14,Rectum,0,1112778,0.0
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,14,Rectum,0,1031264,0.0
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,14,Rectum,4,1142065,0.3502
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,14,Rectum,4,1686156,0.2372
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,14,Rectum,13,1790878,0.7259
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,14,Rectum,17,1506026,1.1288
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,14,Rectum,25,1224909,2.041
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,14,Rectum,22,964181,2.2817
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,14,Rectum,31,760050,4.0787
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,14,Rectum,35,641815,5.4533
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,14,Rectum,59,536567,10.9958
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,14,Rectum,69,456396,15.1184
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,14,Rectum,61,299347,20.3777
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,14,Rectum,47,197559,23.7904
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,14,Rectum,25,237704,10.5173
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,14,Rectum,25,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,14,Rectum,12,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,15,Anus,0,1197333,0.0
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,15,Anus,0,1112778,0.0
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,15,Anus,0,1031264,0.0
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,15,Anus,0,1142065,0.0
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,15,Anus,0,1686156,0.0
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,15,Anus,0,1790878,0.0
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,15,Anus,0,1506026,0.0
XII,2013-2017,2015,Pune (Poona),Male,35-39,8,15,Anus,0,1224909,0.0
XII,2013-2017,2015,Pune (Poona),Male,40-44,9,15,Anus,1,964181,0.1037
XII,2013-2017,2015,Pune (Poona),Male,45-49,10,15,Anus,2,760050,0.2631
XII,2013-2017,2015,Pune (Poona),Male,50-54,11,15,Anus,1,641815,0.1558
XII,2013-2017,2015,Pune (Poona),Male,55-59,12,15,Anus,3,536567,0.5591
XII,2013-2017,2015,Pune (Poona),Male,60-64,13,15,Anus,2,456396,0.4382
XII,2013-2017,2015,Pune (Poona),Male,65-69,14,15,Anus,6,299347,2.0044
XII,2013-2017,2015,Pune (Poona),Male,70-74,15,15,Anus,2,197559,1.0124
XII,2013-2017,2015,Pune (Poona),Male,75-79,16,15,Anus,3,237704,1.2621
XII,2013-2017,2015,Pune (Poona),Male,80-84,17,15,Anus,2,0,
XII,2013-2017,2015,Pune (Poona),Male,85+,18,15,Anus,1,0,
XII,2013-2017,2015,Pune (Poona),Male,0-4,1,16,Liver,2,1197333,0.167
XII,2013-2017,2015,Pune (Poona),Male,5-9,2,16,Liver,2,1112778,0.1797
XII,2013-2017,2015,Pune (Poona),Male,10-14,3,16,Liver,0,1031264,0.0
XII,2013-2017,2015,Pune (Poona),Male,15-19,4,16,Liver,1,1142065,0.0876
XII,2013-2017,2015,Pune (Poona),Male,20-24,5,16,Liver,0,1686156,0.0
XII,2013-2017,2015,Pune (Poona),Male,25-29,6,16,Liver,2,1790878,0.1117
XII,2013-2017,2015,Pune (Poona),Male,30-34,7,16,Liver,4,1506026,0.2656
